,target,date,user,text
40,0,Tue Apr 07 04:18:43 PDT 2009,sebby_peek,bahah two day birthday shittest mood ever beware seb 28th april
41,0,Tue Apr 07 04:42:33 PDT 2009,Dogbook,ripley missing sarah
42,0,Tue Apr 07 04:44:04 PDT 2009,sebby_peek,guess still hell fucked night regardless guess
43,0,Tue Apr 07 05:01:36 PDT 2009,Hollywood_Trey,nice u r pretty young lady loser tho quot holding l like quot lol
44,0,Tue Apr 07 05:01:54 PDT 2009,amysav83,every1 wrkin
45,0,Tue Apr 07 05:13:52 PDT 2009,Dogbook,oscar getting ready neutered
46,0,Tue Apr 07 05:22:53 PDT 2009,sebby_peek,want sykes back really bad
47,0,Tue Apr 07 05:23:48 PDT 2009,sebby_peek,realised something whenever text phoebe email like macau emailed endlessly sykes
48,0,Tue Apr 07 05:24:15 PDT 2009,Dogbook,isabeau ella marie carpenter wntd mommy 2 call sick miss
49,0,Tue Apr 07 05:24:53 PDT 2009,amysav83,omg silver bmw jwas outside house n looked drove
50,0,Tue Apr 07 05:41:56 PDT 2009,Dogbook,jack wait get hom vet leg hurt
51,0,Tue Apr 07 05:54:39 PDT 2009,hollyalyxfinch,smoked rabbit cute hate
52,0,Tue Apr 07 05:57:30 PDT 2009,ramdomthoughts,oh gone shit
53,0,Tue Apr 07 06:18:31 PDT 2009,amysav83,appreciating rain outside
54,0,Tue Apr 07 06:24:30 PDT 2009,TessMorris,got go physio soon
55,0,Tue Apr 07 06:28:32 PDT 2009,amysav83,r u goin gym prob shld leg hurt
56,0,Tue Apr 07 07:03:12 PDT 2009,amysav83,coz cold rain
57,0,Tue Apr 07 08:00:40 PDT 2009,Hollywood_Trey,ur going 2 sleep
58,0,Tue Apr 07 08:05:05 PDT 2009,Dogbook,big mama missing mommy always gone
59,0,Tue Apr 07 08:09:28 PDT 2009,semipenguin,finished tear n share size bag dark chocolate peanut amp
60,0,Tue Apr 07 08:19:34 PDT 2009,Dogbook,timchou k quot timber quot mom ran 13 1 mile without
61,0,Tue Apr 07 08:20:52 PDT 2009,semipenguin,coffee amp cigarette blah
62,0,Tue Apr 07 08:24:39 PDT 2009,WalkingHorse,sorry dog
63,0,Fri Apr 17 20:30:45 PDT 2009,thisgoeshere,boyfriend going town 2 day believe feeling lonely already holyredhotchilipeppers need chocolate
64,0,Fri Apr 17 20:31:08 PDT 2009,torilovesbradie,haha player lady man tho xoxo
65,0,Fri Apr 17 20:41:44 PDT 2009,Hollywood_Trey,shit sad
66,0,Fri Apr 17 21:15:46 PDT 2009,MissxMarisa,assume live midwest watch jimmy every night miss conan
67,0,Fri Apr 17 21:26:33 PDT 2009,thisgoeshere,crashing night everyone
68,0,Fri Apr 17 21:31:35 PDT 2009,twishes,soooo full surrounded dragon fan yay still wish tuggerah
69,0,Fri Apr 17 21:47:02 PDT 2009,MCRmuffin,double sigh sad day johnny depp old sadface
70,0,Sat Apr 18 07:01:23 PDT 2009,amysav83,still got msn workin
71,0,Sat Apr 18 07:11:11 PDT 2009,amysav83,likey dunno doin
72,0,Sat Apr 18 07:13:48 PDT 2009,TidyCat,look like another beautiful day today love sorry
73,0,Sat Apr 18 07:16:16 PDT 2009,pato_30stm,feeling f cking bad bro car accident n
74,0,Sat Apr 18 07:20:59 PDT 2009,Kikirowr,blarg hate waking whole body ache bad thats le every morning
75,0,Sat Apr 18 07:26:01 PDT 2009,carole29,oi git still asleep need snooze sofa
76,0,Sat Apr 18 07:31:10 PDT 2009,amysav83,coz thats wot error code say
77,0,Sat Apr 18 07:51:40 PDT 2009,leewaters,bad camp wish could campier sigh
78,0,Sat Apr 18 08:04:39 PDT 2009,C_Joy,oh raspberry bet cold weather helping either
79,0,Sat Apr 18 08:26:31 PDT 2009,MyAppleStuff,well general idea found could watch football bar later got call lunch meet someone
80,0,Sat Apr 18 08:36:13 PDT 2009,sebby_peek,see tomorrow morning going birthday breakfast grandma talk get home
81,0,Sat Apr 18 08:41:24 PDT 2009,feblub,bad news combo ticket sold go 2 web still sell single day tick let kno xx
83,0,Sat Apr 18 08:50:58 PDT 2009,Dogbook,penelope getting trimmed
84,0,Sat Apr 18 08:51:02 PDT 2009,Samm_xo,would lol live london
85,0,Sat Apr 18 09:20:29 PDT 2009,sebby_peek,love maybe good thing care much tell please many chance already
86,0,Sat Apr 18 09:56:21 PDT 2009,stevegarufi,ahhhh chipotle nearest chipotle one downtown c 102 mile away
87,0,Sat Apr 18 10:00:19 PDT 2009,sebby_peek,know anything say sound rich thing go
88,0,Sat Apr 18 10:00:29 PDT 2009,twishes,wish vacation started today
89,0,Sat Apr 18 10:01:06 PDT 2009,NathalieCaron,wish could go montreal side continent
90,0,Sat Apr 18 10:06:04 PDT 2009,Karen230683,hahaha help
91,0,Sat Apr 18 10:11:13 PDT 2009,sebby_peek,three hour time going try get sleep talk later guess night xxxx
92,0,Sat Apr 18 10:11:34 PDT 2009,Hollywood_Trey,great answer e cheating 2night okay babe heart handle u making another man hard twitter lol
93,0,Sat Apr 18 10:21:57 PDT 2009,sebby_peek,want care make extremely difficult sometimes want love yes night xxxxx
94,0,Sat Apr 18 10:32:11 PDT 2009,sebby_peek,hate sleep julian room small bed nn foot hang edge
95,0,Sat Apr 18 10:36:14 PDT 2009,sebby_peek,get suspicious little stuff especially night think remember
96,0,Sat Apr 18 10:36:53 PDT 2009,SarahMorrison,like guy fun thing come
97,0,Sat Apr 18 10:41:17 PDT 2009,sprinkles_,case photographing
98,0,Sat Apr 18 13:24:15 PDT 2009,TessMorris,dare jody talk nick like
99,0,Sat Apr 18 13:49:47 PDT 2009,JBnVFCLover786,lol 1st one hilarious yeah anyway enjoy jealous ppl gon na see guy lol
100,0,Sat Apr 18 13:58:18 PDT 2009,jesssicababesss,think entred amp g aint beeenn age
101,0,Sat Apr 18 14:02:48 PDT 2009,Dogbook,jack glad leg getting better sad paul gone back newcastle
102,0,Sat Apr 18 14:03:54 PDT 2009,thisgoeshere,yes tell u concert coming mine 29 day
103,0,Sat Apr 18 14:09:39 PDT 2009,jesssicababesss,wont fanfic place send password
104,0,Sat Apr 18 14:09:46 PDT 2009,MiDesfileNegro,fraid love zelda
105,0,Sat Apr 18 14:13:34 PDT 2009,Kikirowr,hug
106,0,Sat Apr 18 14:23:25 PDT 2009,Dutchrudder,love csi vega without grissom amp warrick
107,0,Sat Apr 18 14:38:22 PDT 2009,TessMorris,bad head morning
108,0,Sat Apr 18 14:54:07 PDT 2009,flamingokitty,yes 10 month ago
109,0,Sat Apr 18 14:54:21 PDT 2009,MandyPandy32,hubby kid away night missing
110,0,Sat Apr 18 15:19:04 PDT 2009,MiDesfileNegro,lol say speaking worst area broke tear spanish oral
111,0,Sat Apr 18 15:30:00 PDT 2009,MiDesfileNegro,bien pero cansada lol right try xd
112,0,Sat Apr 18 15:49:44 PDT 2009,MiDesfileNegro,related spanish speaking country
113,0,Sat Apr 18 16:13:40 PDT 2009,Djalfy,awww sorry thats stay single
114,0,Sat Apr 18 16:13:59 PDT 2009,NKArmyTNgirl,wish could go
115,0,Sat Apr 18 16:15:24 PDT 2009,enamoredsoul,omg another ted enthusiast yay yes people
116,0,Sat Apr 18 17:14:16 PDT 2009,hollyalyxfinch,hope ok
117,0,Sat Apr 18 20:27:01 PDT 2009,chiniehdiaz,word yet still praying
118,0,Sat Apr 18 20:31:02 PDT 2009,semipenguin,believe saturday feel like sunday
119,0,Sat Apr 18 20:41:31 PDT 2009,sharonhayes,yup tweetdeck brutal since upgrade reason missing lot tweet
120,0,Sat Apr 18 20:51:02 PDT 2009,semipenguin,zack efron get top billing matthew perry
121,0,Sat Apr 18 21:00:55 PDT 2009,enamoredsoul,omg know idea abt event wish cud known earlier amp participated
122,0,Sat Apr 18 21:07:05 PDT 2009,janine_j9,susanna banana going dc polo w u better still money2come summer planned stuff
123,0,Sat Apr 18 21:26:26 PDT 2009,Dogbook,madeleine bad
124,0,Sat Apr 18 21:42:19 PDT 2009,sebby_peek,yeah think maybe unforgiving first place could hurt much could
125,0,Sat Apr 18 21:42:36 PDT 2009,semipenguin,aww sux
126,0,Sat Apr 18 22:05:21 PDT 2009,semipenguin,get real job get rid hair
127,0,Sat Apr 18 22:05:51 PDT 2009,adlyman,oh wish could stay bed sleep tonight work hour
128,0,Sat Apr 18 22:37:41 PDT 2009,Dogbook,ruca hurt knee
129,0,Sat Apr 18 22:44:44 PDT 2009,enamoredsoul,guess april amp october guess ima participate one october
130,0,Sat Apr 18 23:01:52 PDT 2009,Hollywood_Trey,tinytwitter suck
131,0,Sat Apr 18 23:07:47 PDT 2009,paul_steele,gym open till 9 twiddle thumb
132,0,Sat Apr 18 23:22:47 PDT 2009,Kikirowr,little tree tiiiiired 25 dealing stupid people tomorrow finishing 10 monday raiding every nice
133,0,Sat Apr 18 23:22:46 PDT 2009,StDAY,ganging
134,0,Sat Apr 18 23:35:55 PDT 2009,Dogbook,angel missing brother
135,0,Sat Apr 18 23:41:08 PDT 2009,WTFJAY,hand drink nike
136,0,Sat Apr 18 23:41:52 PDT 2009,maynaseric,ahh still feel bad sorry
137,0,Sun Apr 19 00:14:51 PDT 2009,Dogbook,buster sadlike new pwants
138,0,Sun Apr 19 00:20:32 PDT 2009,Djalfy,btw live country suburbia hell there 0 sense community
139,0,Sun Apr 19 00:22:40 PDT 2009,paul_steele,sometimes
140,0,Sun Apr 19 00:29:31 PDT 2009,TessMorris,one cant drink till ive ran
141,0,Sun Apr 19 00:29:34 PDT 2009,StDAY,actually go sleep need get early tomorrow actual work since assignment due amp exam monday fail
142,0,Sun Apr 19 00:36:07 PDT 2009,hilzfuld,would love work
143,0,Sun Apr 19 00:37:50 PDT 2009,aussiemcflyfan,ive never plane sorry many time plane
144,0,Sun Apr 19 00:56:37 PDT 2009,Dutchrudder,morning sarah crappy night sleep full strange dream u know awake asleep
145,0,Sun Apr 19 00:58:16 PDT 2009,SarahSaner,gosh steve exactly like night thats odd u similar experience nice hug x
146,0,Sun Apr 19 01:06:56 PDT 2009,SarahSaner,hope wouldnt want many kind night felt unrefreshed
147,0,Sun Apr 19 01:09:22 PDT 2009,SarahSaner,rus serious smell invisibility cloak look like may catch summit baffled
148,0,Sun Apr 19 01:19:52 PDT 2009,sebby_peek,mum said come
149,0,Sun Apr 19 01:26:15 PDT 2009,sebby_peek,work tomorrow shit
150,0,Sun Apr 19 01:28:27 PDT 2009,sebby_peek,alright think something tomorrow gon na get twitter love
152,0,Sun Apr 19 01:31:42 PDT 2009,ComedyQueen,cant help woked lol omgosh another watcher feel lefted
153,0,Sun Apr 19 01:33:13 PDT 2009,sebby_peek,alright talk mum talk later guess love
154,0,Sun Apr 19 01:34:29 PDT 2009,sebby_peek,dinner play lego cousin want phoebe
155,0,Sun Apr 19 01:44:29 PDT 2009,ComedyQueen,hungry lol
156,0,Sun Apr 19 01:46:08 PDT 2009,Dogbook,shamsi sore broken leg
157,0,Sun Apr 19 01:47:50 PDT 2009,jesssicababesss,quot laney someone gon na leak sex tape quot damnn thought laney first
158,0,Sun Apr 19 01:50:01 PDT 2009,SarahSaner,lol fella bought spacehopper 2 year ago mr hoppy miss much think shed x
159,0,Sun Apr 19 01:54:41 PDT 2009,tsarnick,hahaha scary stuff walk great song dimebag dead
160,0,Sun Apr 19 02:05:08 PDT 2009,Dutchrudder,baby licking tv
161,0,Sun Apr 19 02:05:15 PDT 2009,sebby_peek,go walk dinner stuff even try stop oh well
162,0,Sun Apr 19 02:11:26 PDT 2009,ComedyQueen,lol know
163,0,Sun Apr 19 02:17:33 PDT 2009,sebby_peek,jumped trampoline landed funny already massive bruise think might sprained
164,0,Sun Apr 19 02:18:08 PDT 2009,sebby_peek,would preferred known want go think care
165,0,Sun Apr 19 02:19:58 PDT 2009,sebby_peek,well really care like want stay sjkdfhasdf say
166,0,Sun Apr 19 02:24:13 PDT 2009,TessMorris,ive never one
167,0,Sun Apr 19 02:27:02 PDT 2009,sebby_peek,know say love
168,0,Sun Apr 19 02:28:14 PDT 2009,MiDesfileNegro,listened music age die
169,0,Sun Apr 19 02:32:12 PDT 2009,Quimo,im sad went show got afterparty tired hot
170,0,Sun Apr 19 02:38:10 PDT 2009,sebby_peek,said text message bother think care true
171,0,Sun Apr 19 02:38:37 PDT 2009,sebby_peek,want car
172,0,Sun Apr 19 02:39:38 PDT 2009,MiDesfileNegro,goodbye everyone work
173,0,Sun Apr 19 02:45:32 PDT 2009,BrandyWandLover,haha yes bloody time difference
174,0,Sun Apr 19 02:46:22 PDT 2009,sebby_peek,mmh stupid sometimes much stupid fucked retarded one relationship
175,0,Sun Apr 19 02:48:36 PDT 2009,sebby_peek,go look oscar rest night talk later love muchly probably find hard believe
176,0,Sun Apr 19 03:03:29 PDT 2009,jesssicababesss,theyre coming like month ago
177,0,Sun Apr 19 03:25:36 PDT 2009,rgoodchild,twitter follow envy
178,0,Sun Apr 19 03:29:02 PDT 2009,bryancheung,halfway update say 5 hour left 4
179,0,Sun Apr 19 03:32:03 PDT 2009,twishes,usually 6 30 wish could lay
180,0,Sun Apr 19 03:47:11 PDT 2009,gemeg,long day sooo tired headache
181,0,Sun Apr 19 03:47:11 PDT 2009,flamingokitty,believe accidentally sent guy text oh god feel bad got typing fast forward email save
182,0,Sun Apr 19 03:53:36 PDT 2009,WTFJAY,get hit mikey
183,0,Sun Apr 19 03:57:30 PDT 2009,BeckyKingston,crowd gaming awesome gutted lose suzi though 4 3 hope whole show went well
184,0,Sun Apr 19 04:03:12 PDT 2009,WTFJAY,youtube getting messed day google changing around going ruin
185,0,Sun Apr 19 04:07:59 PDT 2009,WTFJAY,redesigning youtube cater big industry mogul stuff like disney jobbing small guy
186,0,Sun Apr 19 04:21:29 PDT 2009,sebby_peek,made fault
187,0,Sun Apr 19 04:25:44 PDT 2009,sebby_peek,nothing matter love
188,0,Sun Apr 19 04:37:57 PDT 2009,sebby_peek,know yet phoebe ask mum soon guess
189,0,Sun Apr 19 04:39:03 PDT 2009,leewaters,gah ok wreck
190,0,Sun Apr 19 04:41:35 PDT 2009,carole29,johnny cash singing hurt reduce sobbing mess everytime hear
191,0,Sun Apr 19 04:42:21 PDT 2009,sebby_peek,want believe guest
192,0,Sun Apr 19 04:46:21 PDT 2009,sebby_peek,right matter
193,0,Sun Apr 19 04:46:53 PDT 2009,adlyman,might try get get work almost feel like throat raw something prob doc
194,0,Sun Apr 19 04:48:10 PDT 2009,adlyman,got really tired super cold good night
195,0,Sun Apr 19 04:51:11 PDT 2009,thisgoeshere,work get work
196,0,Sun Apr 19 04:52:03 PDT 2009,sebby_peek,actually start believing
197,0,Sun Apr 19 04:52:59 PDT 2009,thisgoeshere,et started twittering octomom felt like best hiding place playground compromised
198,0,Sun Apr 19 05:01:17 PDT 2009,BrandyWandLover,didnrt get meet forum girl bf hurry go grrr
199,0,Sun Apr 19 05:02:05 PDT 2009,Dutchrudder,amp put mouthwash eye sting
200,0,Sun Apr 19 05:02:22 PDT 2009,krist0ph3r,forgot comb beard shampooing damn bad hair day coming
201,0,Sun Apr 19 05:09:00 PDT 2009,nuttychris,fuck mary dont naughtys virgin mary ya fun shhh didnt say tht haha
202,0,Sun Apr 19 05:12:30 PDT 2009,MiDesfileNegro,oh well hope feel better soon hug
203,0,Sun Apr 19 05:13:52 PDT 2009,Shinybiscuit,went creamfields 2 year ago full prick crowd bf really friendly sound
204,0,Sun Apr 19 05:16:27 PDT 2009,nuttychris,yeah getting loadsa reply cant reply back think u egnoring
205,0,Sun Apr 19 05:17:27 PDT 2009,Dutchrudder,right inlaws dinner may force come strong
206,0,Sun Apr 19 05:22:54 PDT 2009,nuttychris,cause apprently always checking lass also called man whore
207,0,Sun Apr 19 05:23:18 PDT 2009,nuttychris,yeah wait mum called also called man whore well
208,0,Sun Apr 19 05:38:52 PDT 2009,carole29,happy drinking pint tea co coffee left
209,0,Sun Apr 19 05:44:00 PDT 2009,Shinybiscuit,dunno cream soda
210,0,Sun Apr 19 05:48:26 PDT 2009,ComedyQueen,mean bad
211,0,Sun Apr 19 05:54:06 PDT 2009,AceMas21,back bonny scotland looking forward work next week
212,0,Sun Apr 19 05:59:02 PDT 2009,tsarnick,yeah ending million photo nightmare desktop last week took hour sort
213,0,Sun Apr 19 05:59:18 PDT 2009,nuttychris,omg dose always rain f1
214,0,Sun Apr 19 06:01:23 PDT 2009,jesssicababesss,quot laney need talk quot worst word
215,0,Sun Apr 19 06:07:54 PDT 2009,aussiemcflyfan,dnt youtube anymore gtg ill tlk u tomorroe n figure bye x
216,0,Sun Apr 19 06:09:06 PDT 2009,nuttychris,nope dont wouldnt good thing lol
217,0,Sun Apr 19 06:13:55 PDT 2009,nuttychris,yyup awful aint great comparission look like monkey lol
218,0,Sun Apr 19 06:28:03 PDT 2009,sebby_peek,mmmh sounded bit like yesterday
219,0,Sun Apr 19 06:28:39 PDT 2009,ComedyQueen,isnt good thing lol awwh mean people texting mean thing
220,0,Sun Apr 19 06:29:38 PDT 2009,nuttychris,dunno good wish new tho come dont even haha
221,0,Sun Apr 19 06:32:38 PDT 2009,nuttychris,well aint mean thing twat dont even twat haha
222,0,Sun Apr 19 06:33:24 PDT 2009,nuttychris,omg bn saying dont feel loved haha evil
223,0,Sun Apr 19 06:53:09 PDT 2009,sebby_peek,made feel really bad worse already sorry
224,0,Sun Apr 19 06:54:42 PDT 2009,nuttychris,lmfao well keep quiet say nxt mite b classed flirting haha lol
225,0,Sun Apr 19 06:58:11 PDT 2009,Dogbook,lucky goot time til mommy take
226,0,Sun Apr 19 07:04:23 PDT 2009,nuttychris,omg going way
227,0,Sun Apr 19 07:09:36 PDT 2009,amysav83,really sunny 2day cant even go anywhere
229,0,Sun Apr 19 07:28:50 PDT 2009,MCRmuffin,really hard school gon na much homework
230,0,Sun Apr 19 07:49:31 PDT 2009,Karen230683,love tenby
231,0,Sun Apr 19 07:55:04 PDT 2009,WTFJAY,yeah
232,0,Sun Apr 19 07:57:52 PDT 2009,Dogbook,oscar getting used new brother home big change
233,0,Sun Apr 19 08:03:40 PDT 2009,DsBabyGirl,seems usual missed quite bit last nite seem happy
234,0,Sun Apr 19 08:13:43 PDT 2009,JBnVFCLover786,like mean gon na much new moon
235,0,Sun Apr 19 08:14:40 PDT 2009,Dogbook,rowan gon na miss mommy gone
236,0,Sun Apr 19 08:24:29 PDT 2009,Jayme1988,time
237,0,Sun Apr 19 08:28:09 PDT 2009,DsBabyGirl,u know love ya girl wish lived closer u already know
238,0,Sun Apr 19 08:28:12 PDT 2009,leewaters,odd use tweetdeck like 97 3 twitterer
239,0,Sun Apr 19 08:34:05 PDT 2009,keza34,couldve shared
240,0,Sun Apr 19 08:34:51 PDT 2009,Samm_xo,spanish teacher joke im revising anything subject dnt knw took first place
241,0,Sun Apr 19 08:37:59 PDT 2009,nuttychris,oooo good bb got
242,0,Sun Apr 19 08:44:00 PDT 2009,MyAppleStuff,still get site bit worrying felt needed comment though
244,0,Sun Apr 19 08:48:24 PDT 2009,nuttychris,mmm think better get testing got month till gota pick 1
245,0,Sun Apr 19 08:58:42 PDT 2009,nuttychris,mmmmmmm shame empty
246,0,Sun Apr 19 09:03:53 PDT 2009,Dogbook,shamus oh try eat new dog bowl trouble lonely bed
247,0,Sun Apr 19 09:08:25 PDT 2009,MyAppleStuff,weird couple site access day expatica com one
248,0,Sun Apr 19 09:09:19 PDT 2009,Quimo,went hob lol believe missed sexify love
249,0,Sun Apr 19 09:09:31 PDT 2009,nuttychris,lmfao 15 omg cant get tipsy give pint get tipsy 8 9 lol
250,0,Sun Apr 19 09:19:37 PDT 2009,nuttychris,lmfao yeah good
251,0,Sun Apr 19 09:29:49 PDT 2009,ComedyQueen,didnt talk sad theyre back away p
252,0,Sun Apr 19 09:33:26 PDT 2009,thisgoeshere,die really oh gosh please ever go far starbucks died would twitter gee sounded selfish
253,0,Sun Apr 19 09:34:53 PDT 2009,thisgoeshere,random update woman mother grumble grumble
254,0,Sun Apr 19 09:35:16 PDT 2009,NathalieCaron,know 2 high hope back 3rd season finger crossed
255,0,Sun Apr 19 09:40:05 PDT 2009,nuttychris,mmmmmm smell dinner god hungry
256,0,Sun Apr 19 09:44:38 PDT 2009,WTFJAY,whats wrong
257,0,Sun Apr 19 09:45:04 PDT 2009,ComedyQueen,noo im good girlie bin girl lol p
258,0,Sun Apr 19 10:00:05 PDT 2009,twishes,sitting atlanta airport waiting flight orlando wish going disneyworld
259,0,Sun Apr 19 10:23:55 PDT 2009,maynaseric,2 5 click log facebook anyone know fix
260,0,Sun Apr 19 10:40:37 PDT 2009,hummingbird604,leaving meet friend brunch think right head back home feeling 100 well
261,0,Sun Apr 19 10:49:14 PDT 2009,MCRmuffin,mum hogging computer ipod
262,0,Sun Apr 19 10:50:28 PDT 2009,Dogbook,harry mo missing mommy
263,0,Sun Apr 19 11:20:56 PDT 2009,MCRmuffin,gahh still nothing
264,0,Sun Apr 19 11:35:07 PDT 2009,leewaters,ooh remember remember name
265,0,Sun Apr 19 11:35:13 PDT 2009,carole29,use every day dont understand
266,0,Sun Apr 19 11:40:27 PDT 2009,nuttychris,lmfao hell u get early lol wish wasnt take piss getting college
267,0,Sun Apr 19 12:06:00 PDT 2009,mp3mad,careful heard paparazzo extreme caused madonna go hospital two day ago take bodyguard
268,0,Sun Apr 19 12:06:09 PDT 2009,ComedyQueen,awwh noo let put giant cuddy toy p
269,0,Sun Apr 19 12:11:19 PDT 2009,ComedyQueen,noooo noooo te bin nice actulyl p
270,0,Sun Apr 19 12:16:02 PDT 2009,MyAppleStuff,seem week moment
271,0,Sun Apr 19 12:16:15 PDT 2009,StDAY,exam tomorrow studied fail response thesis due tomorrow done reading fail
272,0,Sun Apr 19 12:24:48 PDT 2009,TessMorris,record hairdresser dumb
273,0,Sun Apr 19 12:30:06 PDT 2009,Kikirowr,ohnoes tank one healer two three dp
274,0,Sun Apr 19 12:30:26 PDT 2009,nuttychris,nah aint paid ema like last 4 5 week thats ï ½150
275,0,Sun Apr 19 12:30:27 PDT 2009,keza34,stop teasing soooooooooo far
276,0,Sun Apr 19 12:30:30 PDT 2009,TessMorris,damn missed
277,0,Sun Apr 19 12:30:55 PDT 2009,nuttychris,lmfao unlucky u lonnng summer haha
278,0,Sun Apr 19 12:31:21 PDT 2009,nuttychris,lmfao done sed fault
279,0,Sun Apr 19 23:32:05 PDT 2009,TessMorris,kid back school today
280,0,Sun Apr 19 23:46:03 PDT 2009,kasey79,let going give tweeted perhaps get mindframe
281,0,Sun Apr 19 23:51:31 PDT 2009,Dogbook,psycho sally rip
282,0,Mon Apr 20 00:22:10 PDT 2009,sharonhayes,oopsy sick weekend brain working write tomorrow tues kick b otherwise
283,0,Mon Apr 20 00:35:43 PDT 2009,Samm_xo,love song cnt wait 2 early first day back skl skl im happy haha x
284,0,Mon Apr 20 00:50:39 PDT 2009,amysav83,angry amy likey hows u
285,0,Mon Apr 20 01:07:13 PDT 2009,amysav83,aaww come need holiday away place
286,0,Mon Apr 20 01:23:13 PDT 2009,jesssicababesss,fair joe laney belives dont believe later
287,0,Mon Apr 20 01:29:08 PDT 2009,nuttychris,suck please say wont rain next week
288,0,Mon Apr 20 01:30:50 PDT 2009,carole29,think cup coffee bacon egg brown sauce buttie
289,0,Mon Apr 20 01:37:14 PDT 2009,carole29,noooo thats think meanie
290,0,Mon Apr 20 01:38:16 PDT 2009,nuttychris,nah monday tuesday wednesday still enuff lol
291,0,Mon Apr 20 01:53:36 PDT 2009,Hollywood_Trey,soooory said quot world quot cuz know still r u evening hun
292,0,Mon Apr 20 02:00:12 PDT 2009,nuttychris,judging
293,0,Mon Apr 20 02:04:40 PDT 2009,nuttychris,yeah making sure lolm nowt sat college bored wbu
294,0,Mon Apr 20 02:11:06 PDT 2009,nuttychris,lmfao yeah well twitter best way comunicate meet new people fb bore apps
295,0,Mon Apr 20 02:12:43 PDT 2009,nuttychris,omg half 5 fort bad got 6 lmfao
